Word,Definitions
Stellvertreter,"Stellvertreter m (strong, genitive Stellvertreters, plural Stellvertreter, feminine Stellvertreterin); deputy, vicegerent, lieutenant; proxy, representative, agent; proxy, substitute, surrogate; (software, design) proxy pattern"
Ticket,"Ticket n (strong, genitive Tickets, plural Tickets); ticket"
Provinz,"Provinz f (genitive Provinz, plural Provinzen); province (administrative subdivision); hinterland; backwater (remote area unaffected by new fashions and ideas)"
schämen,"schämen (weak, third-person singular present schämt, past tense schämte, past participle geschämt, auxiliary haben); (reflexive) to be ashamed or (less often) embarrassed, bashful"
Rahmenbedingung,"Rahmenbedingung f (genitive Rahmenbedingung, plural Rahmenbedingungen); basic condition; boundary condition"
quantitativ,"quantitativ (strong nominative masculine singular quantitativer, not comparable); quantitative"
Scheidung,"Scheidung f (genitive Scheidung, plural Scheidungen); separation; divorce"
servieren,"servieren (weak, third-person singular present serviert, past tense servierte, past participle serviert, auxiliary haben); to serve (food); to wait (at table)"
Schönheit,"Schönheit f (genitive Schönheit, plural Schönheiten); beauty, beautifulness"
Partnerschaft,"Partnerschaft f (genitive Partnerschaft, plural Partnerschaften); partnership (state of joint association in conducting affairs); partnership, relationship (state of being associated with another person)"
Periode,"Periode f (genitive Periode, plural Perioden); period (length of time with start and end point); age (particular period of time in history); menstruation"
schulisch,"schulisch (strong nominative masculine singular schulischer, not comparable); scholarly"
Tunnel,"Tunnel m or (alternatively in the south) n (strong, genitive Tunnels, plural Tunnel or (Swiss or dated) Tunnels); tunnel; (ball games) nutmeg (act of playing the ball through an opponent's legs)"
umsonst,"umsonst; free of charge, gratis; in vain, without success; for nothing; for the sake of doing it (without expecting reply)"
Subvention,"Subvention f (genitive Subvention, plural Subventionen); subsidy"
Steigerung,"Steigerung f (genitive Steigerung, plural Steigerungen); increase; (grammar) comparison"
Säule,"Säule f (genitive Säule, plural Säulen); (architecture) column, pillar"
zielen,"zielen (weak, third-person singular present zielt, past tense zielte, past participle gezielt, auxiliary haben); (intransitive) to aim at a physical target; (figurative) to aim at a goal"
vorbeugen,"vorbeugen (weak, third-person singular present beugt vor, past tense beugte vor, past participle vorgebeugt, auxiliary haben); (intransitive) to prevent, obviate  [+dative]; (reflexive) to lean forward"
zutrauen,"zutrauen (weak, third-person singular present traut zu, past tense traute zu, past participle zugetraut, auxiliary haben); (transitive) to give (someone) credit for (something); to think (someone) is capable of (something); (dative reflexive) to dare"
Vorlesung,"Vorlesung f (genitive Vorlesung, plural Vorlesungen); (university) lecture"
zurückweisen,"zurückweisen (class 1 strong, third-person singular present weist zurück, past tense wies zurück, past participle zurückgewiesen, auxiliary haben); to (strongly) reject (an accusation, a statement, etc.); to repudiate"
verdoppeln,"verdoppeln (weak, third-person singular present verdoppelt, past tense verdoppelte, past participle verdoppelt, auxiliary haben); (reflexive) to double, redouble"
vereinfachen,"vereinfachen (weak, third-person singular present vereinfacht, past tense vereinfachte, past participle vereinfacht, auxiliary haben); (transitive) to simplify (to make simpler); (reflexive) to simplify (to become simpler)"
Uniform,"Uniform f (genitive Uniform, plural Uniformen); uniform (distinctive outfit as a means of identifying members of a group)"
wehen,"wehen (weak, third-person singular present weht, past tense wehte, past participle geweht, auxiliary haben); (intransitive) to blow (wind, a storm, etc.); (intransitive) to flutter, to wave (in the wind); to fly (of a flag)"
vorlesen,"vorlesen (class 5 strong, third-person singular present liest vor, past tense las vor, past participle vorgelesen, past subjunctive läse vor, auxiliary haben); (ditransitive) to read (aloud)"
Weiterbildung,"Weiterbildung f (genitive Weiterbildung, plural Weiterbildungen); further education"
willkommen,"willkommen (strong nominative masculine singular willkommener or willkommner, comparative (uncommon) willkommener or willkommner, superlative (uncommon) am willkommensten); welcome (received with gladness)"
Unrecht,"Unrecht n (strong, genitive Unrechtes or Unrechts, no plural); injustice; wrongdoing"
Zielsetzung,"Zielsetzung f (genitive Zielsetzung, plural Zielsetzungen); ambition, aim, goal, purpose, objective"
unglücklich,"unglücklich (strong nominative masculine singular unglücklicher, comparative unglücklicher, superlative am unglücklichsten); unhappy, unjoyous, unjoyful, misfortunate, miserable; unfortunate, unlucky, inauspicious, unauspicious, untoward, hapless"
vorzeitig,"vorzeitig (strong nominative masculine singular vorzeitiger, not comparable); early, premature, untimely"
Zucker,"Zucker m (strong, genitive Zuckers, plural Zucker); (usually uncountable) sugar; (uncountable, slightly informal) diabetes"
zuverlässig,"zuverlässig (strong nominative masculine singular zuverlässiger, comparative zuverlässiger, superlative am zuverlässigsten); reliable, dependable, trustworthy"
verwundern,"verwundern (weak, third-person singular present verwundert, past tense verwunderte, past participle verwundert, auxiliary haben); to amaze, astonish, astound"
verdrängen,"verdrängen (weak, third-person singular present verdrängt, past tense verdrängte, past participle verdrängt, auxiliary haben); (transitive) to displace; (transitive) to replace, supersede, oust; (transitive) to repress, suppress"
Volkswirtschaft,"Volkswirtschaft f (genitive Volkswirtschaft, plural Volkswirtschaften); national economy"
zuführen,"zuführen (weak, third-person singular present führt zu, past tense führte zu, past participle zugeführt, auxiliary haben); to feed, supply, procure; (path, road etc., with auf) to lead to"
zerreißen,"zerreißen (class 1 strong, third-person singular present zerreißt, past tense zerriss, past participle zerrissen, auxiliary haben or sein); (intransitive) to rip, to tear [auxiliary sein]; (transitive) to rip up, to tear up [auxiliary haben]; (transitive) to disrupt, to break (silence, calm, etc.) [auxiliary haben]"
unterdrücken,"unterdrücken (weak, third-person singular present unterdrückt, past tense unterdrückte, past participle unterdrückt, auxiliary haben); to suppress, to oppress; to repress"
wodurch,wodurch; whereby; through what
Block,"Block m (strong, genitive Blockes or Blocks, plural Blöcke or Blocks); bloc; block (thick, roughly cuboid object, e.g. cake of soap, block of ice, wood, etc.); block (large building or group of such); pad (of paper)"
Assistent,"Assistent m (weak, genitive Assistenten, plural Assistenten); assistant"
anmerken,"anmerken (weak, third-person singular present merkt an, past tense merkte an, past participle angemerkt, auxiliary haben); (transitive) to mark; to note; to make a note of (something); (transitive, with someone as the indirect object) to observe (something) in (someone); to notice (something) about (someone)"
Apfel,"Apfel m (strong, genitive Apfels, plural Äpfel, diminutive Äpfelchen n or Äpfelein n or Äpflein n); apple (fruit)"
bitter,"bitter (strong nominative masculine singular bitterer, comparative bitterer, superlative am bittersten); bitter"
Auswertung,"Auswertung f (genitive Auswertung, plural Auswertungen); evaluation, score; analysis, appraisal; interpretation"
ausnehmen,"ausnehmen (class 4 strong, third-person singular present nimmt aus, past tense nahm aus, past participle ausgenommen, past subjunctive nähme aus, auxiliary haben); to exclude; to exempt; to fleece; to clean out"
ästhetisch,"ästhetisch (strong nominative masculine singular ästhetischer, not comparable); aesthetic"
Abkommen,"Abkommen n (strong, genitive Abkommens, plural Abkommen); (uncountable) gerund of abkommen; accord"
Beschränkung,"Beschränkung f (genitive Beschränkung, plural Beschränkungen); restriction"
Absolvent,"Absolvent m (weak, genitive Absolventen, plural Absolventen); alumnus, graduate (of an educational institution)"
beten,"beten (weak, third-person singular present betet, past tense betete, past participle gebetet, auxiliary haben); to pray"
beiseite,"beiseite; (in some regions rather formal) Alternative form of zur Seite (“aside, to the side”); away; out of one’s way; aside (more forceful, resolute; often figurative); aside (to a place where one can talk in confidence)"
aneinander,aneinander; together; against each other
Abwehr,"Abwehr f (genitive Abwehr, plural Abwehren); defence; repulse; counter-intelligence; rejection"
Arbeitskraft,"Arbeitskraft f (genitive Arbeitskraft, plural Arbeitskräfte); worker, employee; labor force, manpower; (plural) workforce; (Marxism) labour power, labor power"
abgrenzen,"abgrenzen (weak, third-person singular present grenzt ab, past tense grenzte ab, past participle abgegrenzt, auxiliary haben); to delimit, to demarcate"
aufziehen,"aufziehen (class 2 strong, third-person singular present zieht auf, past tense zog auf, past participle aufgezogen, past subjunctive zöge auf, auxiliary haben or sein); to wind up (a clock etc.); to pull open; to tease; to raise, to bring up (children), to rear (animals), to grow (plants); to hoist, to raise (a flag); to string (pearls, beads, etc.); to draw up (liquid into a syringe); to fill up (a syringe); to stretch (onto); to fit (a tyre, a string onto an instrument); to mount (a canvas onto a frame); (colloquial) to arrange (a party); to set up (a company); to appear or arrive (often in great quantity or number) [auxiliary sein]"
ablenken,"ablenken (weak, third-person singular present lenkt ab, past tense lenkte ab, past participle abgelenkt, auxiliary haben); (transitive) to divert; (transitive) to distract"
abschalten,"abschalten (weak, third-person singular present schaltet ab, past tense schaltete ab, past participle abgeschaltet, auxiliary haben); to switch off; (figurative) to unwind, relax"
abreißen,"abreißen (class 1 strong, third-person singular present reißt ab, past tense riss ab, past participle abgerissen, auxiliary haben); to tear off; (a building) to tear down, to demolish"
