Word,Definitions
verstümmeln,"verstümmeln (weak, third-person singular present verstümmelt, past tense verstümmelte, past participle verstümmelt, auxiliary haben); to mutilate"
abführen,"abführen (weak, third-person singular present führt ab, past tense führte ab, past participle abgeführt, auxiliary haben); (transitive) to take away (someone in police custody); (transitive) to regularly pay; (intransitive) to evacuate (the bowel)"
überfluten,"überfluten (weak, third-person singular present überflutet, past tense überflutete, past participle überflutet, auxiliary haben); to flood"
erwünscht,"erwünscht (strong nominative masculine singular erwünschter, comparative erwünschter, superlative am erwünschtesten); desirable, desired, wanted"
trüben,"trüben (weak, third-person singular present trübt, past tense trübte, past participle getrübt, auxiliary haben); to muddle, bedim, blear, blur (make something turbid or unclear); to cloud, tarnish (make something, often a joyous occasion, less happy or lighthearted)"
überfordern,"überfordern (weak, third-person singular present überfordert, past tense überforderte, past participle überfordert, auxiliary haben); (transitive) to demand or ask more of someone or something than is within her/his/its capabilities, to overexert, overwhelm, overload; to overcharge"
ängstigen,"ängstigen (weak, third-person singular present ängstigt, past tense ängstigte, past participle geängstigt, auxiliary haben); (transitive) to alarm; to frighten; (reflexive) to be afraid; to be worried"
überführen,"überführen (weak, third-person singular present überführt, past tense überführte, past participle überführt, auxiliary haben); (transitive) to transfer, translate, move; (transitive) to convert; (ditransitive, accusative + genitive) to prove that somebody (in accusative) has committed a crime (in genitive)"
beschwören,"beschwören (class 6 strong, third-person singular present beschwört, past tense beschwor or (archaic) beschwur, past participle beschworen, past subjunctive beschwöre or beschwüre, auxiliary haben); (transitive) to conjure; (transitive) to swear to (something); (transitive, occult) to evoke, to summon"
drängeln,"drängeln (weak, third-person singular present drängelt, past tense drängelte, past participle gedrängelt, auxiliary haben); to push, jostle (as through crowd, in a queue); to tailgate (drive dangerously close)"
übersteigen,"übersteigen (class 1 strong, third-person singular present übersteigt, past tense überstieg, past participle überstiegen, auxiliary haben); to exceed"
verkabeln,"verkabeln (weak, third-person singular present verkabelt, past tense verkabelte, past participle verkabelt, auxiliary haben); to hook up with cables"
einlösen,"einlösen (weak, third-person singular present löst ein, past tense löste ein, past participle eingelöst, auxiliary haben); (transitive, banking, of a security or bond) to redeem; (transitive, banking, of a check) to cash; (transitive, of a promise) to redeem; to deliver on"
zurückverfolgen,"zurückverfolgen (weak, third-person singular present verfolgt zurück, past tense verfolgte zurück, past participle zurückverfolgt, auxiliary haben); to trace back"
überschwemmen,"überschwemmen (weak, third-person singular present überschwemmt, past tense überschwemmte, past participle überschwemmt, auxiliary haben); to flood, to inundate, to submerge"
bügeln,"bügeln (weak, third-person singular present bügelt, past tense bügelte, past participle gebügelt, auxiliary haben); to iron"
schlüpfen,"schlüpfen (weak, third-person singular present schlüpft, past tense schlüpfte, past participle geschlüpft, auxiliary sein); to slip (move quickly); to hatch"
kräftigen,"kräftigen (weak, third-person singular present kräftigt, past tense kräftigte, past participle gekräftigt, auxiliary haben); Synonym of stärken, to strengthen"
herunterlassen,"herunterlassen (class 7 strong, third-person singular present lässt herunter, past tense ließ herunter, past participle heruntergelassen, auxiliary haben); to lower, to drop"
zurückschlagen,"zurückschlagen (class 6 strong, third-person singular present schlägt zurück, past tense schlug zurück, past participle zurückgeschlagen, past subjunctive schlüge zurück, auxiliary haben); to retaliate"
dämmern,"dämmern (weak, third-person singular present dämmert, past tense dämmerte, past participle gedämmert, auxiliary haben); to dawn (of day, morning); to fall (of dusk, evening); (figurative) to dawn [+dative = on]; to doze"
färben,"färben (weak, third-person singular present färbt, past tense färbte, past participle gefärbt, auxiliary haben); to color; to dye"
verübeln,"verübeln (weak, third-person singular present verübelt, past tense verübelte, past participle verübelt, auxiliary haben); to resent"
unterkriegen,"unterkriegen (weak, third-person singular present kriegt unter, past tense kriegte unter, past participle untergekriegt, auxiliary haben); to bring down"
erwählen,"erwählen (weak, third-person singular present erwählt, past tense erwählte, past participle erwählt, auxiliary haben); (transitive) to choose, to select; (transitive) to elect"
überlaufen,"überlaufen (class 7 strong, third-person singular present läuft über, past tense lief über, past participle übergelaufen, auxiliary sein); to overflow; to defect"
grübeln,"grübeln (weak, third-person singular present grübelt, past tense grübelte, past participle gegrübelt, auxiliary haben); (intransitive) to brood, to ponder, to ruminate, to muse, to worry, to fret"
einfädeln,"einfädeln (weak, third-person singular present fädelt ein, past tense fädelte ein, past participle eingefädelt, auxiliary haben); to thread; (idiomatic, figurative) to contrive, orchestrate"
rülpsen,"rülpsen (weak, third-person singular present rülpst, past tense rülpste, past participle gerülpst, auxiliary haben); to burp"
würfeln,"würfeln (weak, third-person singular present würfelt, past tense würfelte, past participle gewürfelt, auxiliary haben); to dice; to play dice"
bürsten,"bürsten (weak, third-person singular present bürstet, past tense bürstete, past participle gebürstet, auxiliary haben); (transitive) to scrub; to clean a surface with a brush (but not usually teeth, for which putzen); (transitive) to brush (hair); (transitive) to brush someone’s hair (should be used with caution in some contexts because of the vulgar sense below); (reflexive) to brush one’s own hair; (transitive, colloquial, vulgar) to fuck, have sex with"
mähen,"mähen (weak, third-person singular present mäht, past tense mähte, past participle gemäht, auxiliary haben); to mow"
anbeißen,"anbeißen (class 1 strong, third-person singular present beißt an, past tense biss an, past participle angebissen, auxiliary haben); (intransitive, of an animal or figurative) to bite; to take the bait; (transitive) to bite into; to take a first bite of; to eat a bit of"
rübermachen,"rübermachen (weak, third-person singular present macht rüber, past tense machte rüber, past participle rübergemacht, auxiliary haben); (colloquial) to travel to a place in another country; (East Germany, in particular) to flee into the Federal Republic of Germany"
tätowieren,"tätowieren (weak, third-person singular present tätowiert, past tense tätowierte, past participle tätowiert, auxiliary haben); to tattoo"
bändigen,"bändigen (weak, third-person singular present bändigt, past tense bändigte, past participle gebändigt, auxiliary haben); (transitive) to tame, to restrain, to subdue"
röhren,"röhren (weak, third-person singular present röhrt, past tense röhrte, past participle geröhrt, auxiliary haben); (intransitive, of animals) to roar (to make a loud deep noise); (intransitive, Austria) to sob"
ermüden,"ermüden (weak, third-person singular present ermüdet, past tense ermüdete, past participle ermüdet, auxiliary sein or haben); to tire; to fatigue"
schütten,"schütten (weak, third-person singular present schüttet, past tense schüttete, past participle geschüttet, auxiliary haben); to pour; of both liquids and solids; (colloquial, impersonal) to rain heavily"
einstufen,"einstufen (weak, third-person singular present stuft ein, past tense stufte ein, past participle eingestuft, auxiliary haben); to categorize, to class, to classify"
überbrücken,"überbrücken (weak, third-person singular present überbrückt, past tense überbrückte, past participle überbrückt, auxiliary haben); to bridge"
verhängen,"verhängen (weak, third-person singular present verhängt, past tense verhängte, past participle verhängt, auxiliary haben); (transitive) to impose, inflict; (transitive) to cover, veil"
ausschwärmen,"ausschwärmen (weak, third-person singular present schwärmt aus, past tense schwärmte aus, past participle ausgeschwärmt, auxiliary haben); (military) to deploy"
empören,"empören (weak, third-person singular present empört, past tense empörte, past participle empört, auxiliary haben); (reflexive) to be outraged; (transitive) to outrage"
abbeißen,"abbeißen (class 1 strong, third-person singular present beißt ab, past tense biss ab, past participle abgebissen, auxiliary haben); to bite off; to snap off; (reflexive) to pursue, to strive after, to strive to [+ von (object)]"
verzögern,"verzögern (weak, third-person singular present verzögert, past tense verzögerte, past participle verzögert, auxiliary haben); (transitive) to delay; (transitive) to protract; (reflexive) to be delayed"
ausreißen,"ausreißen (class 1 strong, third-person singular present reißt aus, past tense riss aus, past participle ausgerissen, auxiliary haben); to tear out; (transitive) to uproot (a tree); to run away"
erträumen,"erträumen (weak, third-person singular present erträumt, past tense erträumte, past participle erträumt, auxiliary haben); (reflexive) to dream of (being or having)"
abschütteln,"abschütteln (weak, third-person singular present schüttelt ab, past tense schüttelte ab, past participle abgeschüttelt, auxiliary haben); to shake off, to shake something to remove things from it; to shake off, to move in such a way that a pursuer loses track"
abräumen,"abräumen (weak, third-person singular present räumt ab, past tense räumte ab, past participle abgeräumt, auxiliary haben); to clear away, to clear; (bowling) to clear (bowling pins); (transitive, intransitive) to earn (an honor, a medal, etc.)"
bekümmern,"bekümmern (weak, third-person singular present bekümmert, past tense bekümmerte, past participle bekümmert, auxiliary haben); (transitive) to trouble"
übertreten,"übertreten (class 5 strong, third-person singular present tritt über, past tense trat über, past participle übergetreten, past subjunctive träte über, auxiliary sein or haben); (intransitive) to join (another faith, party, etc.); to convert to [+ zu (object)] [auxiliary sein]; (intransitive) to enter, to pass into (a different medium, phase of life, etc.) [+ von (dative) = from] [+ in (accusative) = into] [auxiliary sein]; (intransitive, sports) to step beyond (a line in the long jump) with one's foot [auxiliary sein or haben]; (intransitive) to overflow its banks (of a river) [auxiliary sein]"
niederlassen,"niederlassen (class 7 strong, third-person singular present lässt nieder, past tense ließ nieder, past participle niedergelassen, auxiliary haben); (reflexive) to settle, to relocate"
